mot3d_exp_0_5_ms_sha_162_0_deg_lga_222_0_deg_verta_292_0_deg.bmp,0.0005,162.0,222.0,292.0,381045.00820759183,mot3d_exp_0_5_ms_sha_162_0_deg_lga_222_0_deg_verta_292_0_deg.bmp
mot3d_exp_0_5_ms_sha_162_0_deg_lga_222_0_deg_verta_312_0_deg.bmp,0.0005,162.0,222.0,312.0,6073.757471220356,mot3d_exp_0_5_ms_sha_162_0_deg_lga_222_0_deg_verta_312_0_deg.bmp
mot3d_exp_0_5_ms_sha_162_0_deg_lga_222_0_deg_verta_332_0_deg.bmp,0.0005,162.0,222.0,332.0,0.0,mot3d_exp_0_5_ms_sha_162_0_deg_lga_222_0_deg_verta_332_0_deg.bmp
mot3d_exp_0_5_ms_sha_162_0_deg_lga_242_0_deg_verta_292_0_deg.bmp,0.0005,162.0,242.0,292.0,3313176.528903447,mot3d_exp_0_5_ms_sha_162_0_deg_lga_242_0_deg_verta_292_0_deg.bmp
mot3d_exp_0_5_ms_sha_162_0_deg_lga_242_0_deg_verta_312_0_deg.bmp,0.0005,162.0,242.0,312.0,3023641.0999355637,mot3d_exp_0_5_ms_sha_162_0_deg_lga_242_0_deg_verta_312_0_deg.bmp
mot3d_exp_0_5_ms_sha_162_0_deg_lga_242_0_deg_verta_332_0_deg.bmp,0.0005,162.0,242.0,332.0,3180317.267797873,mot3d_exp_0_5_ms_sha_162_0_deg_lga_242_0_deg_verta_332_0_deg.bmp
mot3d_exp_0_5_ms_sha_162_0_deg_lga_262_0_deg_verta_292_0_deg.bmp,0.0005,162.0,262.0,292.0,2557267.050791436,mot3d_exp_0_5_ms_sha_162_0_deg_lga_262_0_deg_verta_292_0_deg.bmp
mot3d_exp_0_5_ms_sha_162_0_deg_lga_262_0_deg_verta_312_0_deg.bmp,0.0005,162.0,262.0,312.0,2285731.363854506,mot3d_exp_0_5_ms_sha_162_0_deg_lga_262_0_deg_verta_312_0_deg.bmp
mot3d_exp_0_5_ms_sha_162_0_deg_lga_262_0_deg_verta_332_0_deg.bmp,0.0005,162.0,262.0,332.0,2389230.6774043674,mot3d_exp_0_5_ms_sha_162_0_deg_lga_262_0_deg_verta_332_0_deg.bmp
mot3d_exp_0_5_ms_sha_162_0_deg_lga_282_0_deg_verta_292_0_deg.bmp,0.0005,162.0,282.0,292.0,3059470.053415098,mot3d_exp_0_5_ms_sha_162_0_deg_lga_282_0_deg_verta_292_0_deg.bmp
mot3d_exp_0_5_ms_sha_162_0_deg_lga_282_0_deg_verta_312_0_deg.bmp,0.0005,162.0,282.0,312.0,2795066.3698063525,mot3d_exp_0_5_ms_sha_162_0_deg_lga_282_0_deg_verta_312_0_deg.bmp
mot3d_exp_0_5_ms_sha_162_0_deg_lga_282_0_deg_verta_332_0_deg.bmp,0.0005,162.0,282.0,332.0,2627955.961544128,mot3d_exp_0_5_ms_sha_162_0_deg_lga_282_0_deg_verta_332_0_deg.bmp
mot3d_exp_0_5_ms_sha_182_0_deg_lga_222_0_deg_verta_292_0_deg.bmp,0.0005,182.0,222.0,292.0,0.0,mot3d_exp_0_5_ms_sha_182_0_deg_lga_222_0_deg_verta_292_0_deg.bmp
mot3d_exp_0_5_ms_sha_182_0_deg_lga_222_0_deg_verta_312_0_deg.bmp,0.0005,182.0,222.0,312.0,69063.29211699369,mot3d_exp_0_5_ms_sha_182_0_deg_lga_222_0_deg_verta_312_0_deg.bmp
mot3d_exp_0_5_ms_sha_182_0_deg_lga_222_0_deg_verta_332_0_deg.bmp,0.0005,182.0,222.0,332.0,0.0,mot3d_exp_0_5_ms_sha_182_0_deg_lga_222_0_deg_verta_332_0_deg.bmp
mot3d_exp_0_5_ms_sha_182_0_deg_lga_242_0_deg_verta_292_0_deg.bmp,0.0005,182.0,242.0,292.0,3689000.432551679,mot3d_exp_0_5_ms_sha_182_0_deg_lga_242_0_deg_verta_292_0_deg.bmp
mot3d_exp_0_5_ms_sha_182_0_deg_lga_242_0_deg_verta_312_0_deg.bmp,0.0005,182.0,242.0,312.0,3112929.0003731516,mot3d_exp_0_5_ms_sha_182_0_deg_lga_242_0_deg_verta_312_0_deg.bmp
mot3d_exp_0_5_ms_sha_182_0_deg_lga_242_0_deg_verta_312_0_deg_v2.bmp,0.0005,182.0,242.0,312.0,3073506.154713717,mot3d_exp_0_5_ms_sha_182_0_deg_lga_242_0_deg_verta_312_0_deg_v2.bmp
mot3d_exp_0_5_ms_sha_182_0_deg_lga_242_0_deg_verta_332_0_deg.bmp,0.0005,182.0,242.0,332.0,3580884.043327684,mot3d_exp_0_5_ms_sha_182_0_deg_lga_242_0_deg_verta_332_0_deg.bmp
mot3d_exp_0_5_ms_sha_182_0_deg_lga_262_0_deg_verta_292_0_deg.bmp,0.0005,182.0,262.0,292.0,2914920.6818263433,mot3d_exp_0_5_ms_sha_182_0_deg_lga_262_0_deg_verta_292_0_deg.bmp
mot3d_exp_0_5_ms_sha_182_0_deg_lga_262_0_deg_verta_312_0_deg.bmp,0.0005,182.0,262.0,312.0,2731079.1515665133,mot3d_exp_0_5_ms_sha_182_0_deg_lga_262_0_deg_verta_312_0_deg.bmp
mot3d_exp_0_5_ms_sha_182_0_deg_lga_262_0_deg_verta_332_0_deg.bmp,0.0005,182.0,262.0,332.0,2554680.404668164,mot3d_exp_0_5_ms_sha_182_0_deg_lga_262_0_deg_verta_332_0_deg.bmp
mot3d_exp_0_5_ms_sha_182_0_deg_lga_282_0_deg_verta_292_0_deg.bmp,0.0005,182.0,282.0,292.0,3134648.540341085,mot3d_exp_0_5_ms_sha_182_0_deg_lga_282_0_deg_verta_292_0_deg.bmp
mot3d_exp_0_5_ms_sha_182_0_deg_lga_282_0_deg_verta_312_0_deg.bmp,0.0005,182.0,282.0,312.0,3026243.6834964403,mot3d_exp_0_5_ms_sha_182_0_deg_lga_282_0_deg_verta_312_0_deg.bmp
mot3d_exp_0_5_ms_sha_182_0_deg_lga_282_0_deg_verta_332_0_deg.bmp,0.0005,182.0,282.0,332.0,3174449.1032717554,mot3d_exp_0_5_ms_sha_182_0_deg_lga_282_0_deg_verta_332_0_deg.bmp
mot3d_exp_0_5_ms_sha_202_0_deg_lga_222_0_deg_verta_292_0_deg.bmp,0.0005,202.0,222.0,292.0,13049.573910877009,mot3d_exp_0_5_ms_sha_202_0_deg_lga_222_0_deg_verta_292_0_deg.bmp
mot3d_exp_0_5_ms_sha_202_0_deg_lga_222_0_deg_verta_312_0_deg.bmp,0.0005,202.0,222.0,312.0,747.4658236689445,mot3d_exp_0_5_ms_sha_202_0_deg_lga_222_0_deg_verta_312_0_deg.bmp
mot3d_exp_0_5_ms_sha_202_0_deg_lga_222_0_deg_verta_332_0_deg.bmp,0.0005,202.0,222.0,332.0,29992.663828626577,mot3d_exp_0_5_ms_sha_202_0_deg_lga_222_0_deg_verta_332_0_deg.bmp
mot3d_exp_0_5_ms_sha_202_0_deg_lga_242_0_deg_verta_292_0_deg.bmp,0.0005,202.0,242.0,292.0,3002383.7456581723,mot3d_exp_0_5_ms_sha_202_0_deg_lga_242_0_deg_verta_292_0_deg.bmp
mot3d_exp_0_5_ms_sha_202_0_deg_lga_242_0_deg_verta_312_0_deg.bmp,0.0005,202.0,242.0,312.0,2925823.4828918427,mot3d_exp_0_5_ms_sha_202_0_deg_lga_242_0_deg_verta_312_0_deg.bmp
mot3d_exp_0_5_ms_sha_202_0_deg_lga_242_0_deg_verta_332_0_deg.bmp,0.0005,202.0,242.0,332.0,2735536.8528645993,mot3d_exp_0_5_ms_sha_202_0_deg_lga_242_0_deg_verta_332_0_deg.bmp
mot3d_exp_0_5_ms_sha_202_0_deg_lga_262_0_deg_verta_292_0_deg.bmp,0.0005,202.0,262.0,292.0,1589042.2163947145,mot3d_exp_0_5_ms_sha_202_0_deg_lga_262_0_deg_verta_292_0_deg.bmp
mot3d_exp_0_5_ms_sha_202_0_deg_lga_262_0_deg_verta_312_0_deg.bmp,0.0005,202.0,262.0,312.0,1543653.9878397721,mot3d_exp_0_5_ms_sha_202_0_deg_lga_262_0_deg_verta_312_0_deg.bmp
mot3d_exp_0_5_ms_sha_202_0_deg_lga_262_0_deg_verta_332_0_deg.bmp,0.0005,202.0,262.0,332.0,1248929.3291877399,mot3d_exp_0_5_ms_sha_202_0_deg_lga_262_0_deg_verta_332_0_deg.bmp
mot3d_exp_0_5_ms_sha_202_0_deg_lga_282_0_deg_verta_292_0_deg.bmp,0.0005,202.0,282.0,292.0,2277665.4266826757,mot3d_exp_0_5_ms_sha_202_0_deg_lga_282_0_deg_verta_292_0_deg.bmp
mot3d_exp_0_5_ms_sha_202_0_deg_lga_282_0_deg_verta_312_0_deg.bmp,0.0005,202.0,282.0,312.0,1984424.5434716577,mot3d_exp_0_5_ms_sha_202_0_deg_lga_282_0_deg_verta_312_0_deg.bmp
mot3d_exp_0_5_ms_sha_202_0_deg_lga_282_0_deg_verta_332_0_deg.bmp,0.0005,202.0,282.0,332.0,1820506.4039616904,mot3d_exp_0_5_ms_sha_202_0_deg_lga_282_0_deg_verta_332_0_deg.bmp
